,Word,Length,Frequency,Info_given_previous_all_bigrams,Info_given_previous_cleaned_bigrams,Info_given_next_all_bigrams,Info_given_next_cleaned_bigrams
4968,toistuvasti,11,2189,11.2992665172801,11.5218107471785,9.85021348424632,10.2641885211167
4969,pohjalla,8,2189,5.75134990546933,6.05408600362793,12.6192659209703,12.7450321915362
4970,l,1,2189,9.93137908343573,10.8811420170272,10.4697298661485,11.8758289560202
4971,koneet,6,2188,10.4368719506772,11.0551128447413,11.4889552173566,11.4947226871428
4972,sairauden,9,2187,10.8977945039648,11.0430428130522,9.004139533216,9.08185418811295
4973,sulkea,6,2186,10.7902764314135,10.8122832897039,9.75284350540063,10.4434080856369
4974,hinnalla,8,2186,7.86692891516033,8.43867003652931,11.7761773369091,11.8041513026078
4975,ässien,6,2186,11.5966247588549,11.6782707682347,8.50983317181644,9.08367840443139
4976,urallaan,8,2185,9.26666555891222,9.37088284813405,11.003867563462,11.4081703287055
4977,roolia,6,2183,8.93214142838276,9.50223522987366,11.3853811515547,12.124087311705
4978,paketti,7,2183,10.3772863754153,10.6612859491877,11.5971969962742,11.7991772104504
4979,yhteiset,8,2183,11.6296080941124,12.0495543954868,6.45014304587694,7.35500346646872
4980,arvioivat,9,2182,8.55150249034853,9.21645823823192,11.088947543523,11.7958012680591
4981,valvoo,6,2182,9.32252304952526,10.2410226141328,9.80119070504064,10.9067450571294
4982,luvun,5,2181,8.39663022389609,8.34762048314948,9.21036975635232,9.45506870546422
4983,raamattua,9,2181,9.87803426991189,9.91437987707322,11.9460747066802,12.0673919887711
4984,tuotu,5,2181,11.2564410504044,11.5193735892335,9.31176556992896,10.0950693682164
4985,hallita,7,2180,11.2882818782964,11.2321085738931,10.6204897309216,11.6049547245848
4986,huonoja,7,2180,12.4014869539031,12.4603276534009,8.59930613224787,8.84203626778135
4987,mittaa,6,2180,9.59487284718786,10.2328788227679,9.89912870808182,10.6006073036241
4988,valokuvia,9,2180,10.2848859880834,10.7015380572473,12.0054219386828,12.6755279673487
4989,opiskelu,8,2178,10.5644418998201,11.0894530809815,11.9511014567203,12.0456319292301
4990,tilaukset,9,2177,9.24369654437788,9.45513950348573,9.97007545619943,9.96483725655113
4991,yksimielisesti,14,2177,9.5754382284003,9.69362881308817,11.3391891071184,11.809313753457
4992,syttyi,6,2176,7.33039761228548,8.43453254226032,7.34003283206055,7.48184100086444
4993,ennestään,9,2176,10.321277993285,10.5442318332122,9.84331335606497,10.336677943059
4994,velkaa,6,2176,11.0596403645247,11.1748902806534,12.4364515291532,12.6547917473008
4995,tuulen,6,2175,10.1769090441449,10.6203884908779,7.63649080049374,8.01553594169759
4996,osoittanut,10,2175,11.6622918481408,11.7350864328742,10.0668743730094,10.4599641940614
4997,kissan,6,2175,11.2292554458656,11.6269455301586,8.91567989513615,9.58710879765478
4998,yleisiä,7,2175,10.7346660346605,11.0756140841491,9.1613989423799,10.3395055897991
4999,tuetaan,7,2174,8.96735395087665,10.0223744082772,10.2699293837383,11.0908550360809
5000,keittiö,7,2174,11.1766526505658,11.4553321778122,12.7692738404358,12.8082436769361
5001,soita,5,2174,12.0873528696108,12.5405314923618,10.6309680404084,10.9771736816415
5002,etelä-karjalan,14,2173,12.1998059526188,12.6673332670771,6.86018865317751,7.24179984389486
5003,harjoittaa,10,2173,11.3796988535818,11.6936297093179,8.54524143526653,9.71950805606298
5004,kotia,5,2172,9.60918473223408,9.71146010141657,11.8708617411168,11.986224352833
5005,muodostunut,11,2171,10.0204414534109,10.1581830128368,9.31958695597955,10.609376775131
5006,naapurin,8,2171,11.6047468914218,11.9860589382098,7.89156155883001,8.70112148730333
5007,palvella,8,2171,10.5514846436477,10.5183043913661,9.07437492939217,9.40095476471985
5008,kehittämisestä,14,2171,8.08339839309435,9.41289890937563,12.4657791450283,12.4495972232428
5009,jatkoon,7,2170,9.02301718306179,9.63029769869241,10.9149116490125,11.6251866531781
5010,sellaiseen,10,2170,10.8725648455533,11.1717264070312,9.53544191615687,10.0307631232823
5011,johtavan,8,2170,8.57198802299372,9.59734834691383,7.23005565825604,8.14241407441605
5012,puut,4,2169,9.60381036456046,10.0821362873117,11.0345604663784,11.1501793343099
